EntryName,RelatedPublication,OriginalDataAuthors,DataAvailability,ResultType,C10,C20,C30 ,ShearModulus,FittingQualityMetric,FittingQualityMetricType,Stretch_Range,Tissue_Category,Tissue_Origin,Tissue_Source,Tissue_Health_Status,Tissue_DirectionalCharacteristic,Tissue_LayerwiseCharacteristics,Other_Tissue_Details,Sample_Dimensions,Sample_Preparation_details,TestingMedium,TestingMode,Experimental_Equipment,ExperimentalDetails,Modelling Details,ModelSettings
bovine_medial_meniscus_radial_ad_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.649355654,11.37321997,1.42E-05,1.298711309,0.0837,RMSE,1.211788,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.603795735,""Samplewidth "": 5.5 ± 0.5,""Samplelength "": 14.5 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_z_2_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.94092741,10.54854867,0.000606804,1.881854819,0.0231,RMSE,1.15152,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.519678147,""Samplewidth "": 4.3 ± 0.1,""Samplelength "": 15.0 ± 0.1,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_ab_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.820505102,12.8029708,0.003538371,1.641010204,0.0168,RMSE,1.113847,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.67619787,""Samplewidth "": 6 ± 0.5,""Samplelength "": 13 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_ab_03_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.666305781,2.928173814,3.39E-05,1.332611563,0.0206,RMSE,1.189921,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.80371273,""Samplewidth "": 7 ± 0.5,""Samplelength "": 15 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_ad_01c_yeild.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.235150644,12.28689227,0.000666156,0.470301288,0.0172,RMSE,1.168157,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.732759365,""Samplewidth "": 5 ± 0.5,""Samplelength "": 11 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_ah_01_a_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,1.219306729,8.362645448,0.00028115,2.438613458,0.0413,RMSE,1.154152,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.625657579,""Samplewidth "": 5 ± 0.5,""Samplelength "": 9.5 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_aa_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.02596009,6.607896667,3.223894535,0.05192018,0.0172,RMSE,1.187629,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.37963635,""Samplewidth "": 7 ± 0.5,""Samplelength "": 9 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_z_8_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,2.17E-06,10.36501333,19.73776168,4.33E-06,0.1608,RMSE,1.258755,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.036163314,""Samplewidth "": 3.4 ± 0.3,""Samplelength "": 9.5 ± 0.3,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_ad_01d_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.423097697,5.356739052,4.84E-05,0.846195394,0.0355,RMSE,1.218182,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.70388574,""Samplewidth "": 5 ± 0.5,""Samplelength "": 10 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_aa_03_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.286791504,6.85248479,0.000550024,0.573583008,0.0191,RMSE,1.2064,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.51893445,""Samplewidth "": 8 ± 0.5,""Samplelength "": 9 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_z_4_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,1.706513756,25.06626712,3.55E-05,3.413027512,0.0569,RMSE,1.121663,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":1.172852909,""Samplewidth "": 4.4 ± 0.3,""Samplelength "": 13.5 ± 0.3,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_as_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.945234227,9.649238416,0.002221904,1.890468454,0.0419,RMSE,1.191036,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":0.972882471,""Samplewidth "": 5.5 ± 0.3,""Samplelength "": 12.75 ± 0.3,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_radial_bs_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,1.829591759,0.000464845,216.9586303,3.659183519,0.057,RMSE,1.139525,Musculoskeletal,Bovine,Laboratory,Healthy,Radial,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Radial,""Additional Characteristics"": Bovine Meniscus Medial Radial]","[""Samplethickness"":0.828394793,""Samplewidth "": 6.10 ± 0.05,""Samplelength "": 12.8 ± 0.07,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Dry,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_bu_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,4.60031304,233.006993,2.01E-06,9.20062608,0.3744,RMSE,1.11472,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":0.972739974,""Samplewidth "": 10.5 ± 0.4 (central),""Samplelength "": 39.6 ± 0.3,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_ao_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,0.09983552,173.2017927,4.79E-05,0.19967104,0.2315,RMSE,1.127627,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":1.536048392,""Samplewidth "": 9 ± 0.5(central),""Samplelength "": 39 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_ci_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,12.48791281,385.8775843,9.01E-06,24.97582561,0.4651,RMSE,1.085404,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":0.983479744,""Samplewidth "": 13 ± 0.5(central),""Samplelength "": 35 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_cc_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,5.972336347,338.4681191,7.94E-06,11.94467269,0.3804,RMSE,1.090489,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":1.282735144,""Samplewidth "": 9.1 ± 0.2(central),""Samplelength "": 38.7 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_aq_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,4.9878359,430.9337472,5.72E-05,9.975671801,0.2253,RMSE,1.067273,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":1.552522864,""Samplewidth "": 9.8 ± 0.2(central),""Samplelength "": 34 ± 0.3,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_bk_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,6.028422369,576.9006485,1.19E-05,12.05684474,0.4568,RMSE,1.082153,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":1.439989338,""Samplewidth "": 7.25 ± 0.15(central),""Samplelength "": 38.85 ± 0.45,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_ai_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,13.1135289,570.4472736,1.75E-05,26.22705779,0.4053,RMSE,1.073611,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":1.328662596,""Samplewidth "": 6.8 ± 0.1(central),""Samplelength "": 37 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_ch_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,5.550172072,547.5198355,1.79E-05,11.10034414,0.3646,RMSE,1.079577,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":0.763838833,""Samplewidth "": 12 ± 0.5(central),""Samplelength "": 34 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_lateral_meniscus_circumferential_be_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,10.69249688,336.7958613,3.11E-06,21.38499375,0.4863,RMSE,1.08919,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":1.039041531,""Samplewidth "": 9 ± 0.5(central),""Samplelength "": 37 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
Bovine_lateral_meniscus_circumferential_CL_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,1.561919314,216.345516,7.65E-06,3.123838627,0.0858,RMSE,1.098331,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Lateral Circumferential,""Additional Characteristics"": Bovine Meniscus  Lateral Circumferential]","[""Samplethickness"":1.367527688,""Samplewidth "": 8.45 ± 0.15(central),""Samplelength "": 31.5 ± 0.1,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Dry,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_ci_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,8.554791364,850.209568,1.34E-05,17.10958273,0.5713,RMSE,1.071505,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":0.938192628,""Samplewidth "": 6.4 ± 0.1 (central belly region),""Samplelength "": 39 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bi_02st_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,6.767030964,416.3841074,8.86E-06,13.53406193,0.3978,RMSE,1.087254,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":1.084360263,""Samplewidth "": 4.5 ± 0.1  (central belly region),""Samplelength "": 35 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_ay_02_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,7.434782079,330.1163614,9.67E-07,14.86956416,0.4301,RMSE,1.093483,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":1.364562187,""Samplewidth "": 7 ± 0.5  (central belly region),""Samplelength "": 38 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
bovine_medial_meniscus_circumferential_bo_01_yield.csv, 10.1098/rsos.181166,"John M Peloquin , Michael H Santare , Dawn M Elliott ",10.17605/OSF.IO/HQXT8,Individual,5.525834758,269.4314904,3.34E-06,11.05166952,0.3779,RMSE,1.101977,Musculoskeletal,Bovine,Laboratory,Healthy,Circumferential,No layerwise characteristic,"[""Unique Tissue Name"":Bovine Meniscus Medial Circumferential,""Additional Characteristics"": Bovine Meniscus Medial Circumferential]","[""Samplethickness"":1.535527006,""Samplewidth "": 7.7 ± 0.3  (central belly region),""Samplelength "": 41.9 ± 0.5,""sampleage"":N/A]","[""Tools"":Leica SM2400 sledge microtome,""Chemicaltreatment "": Phosphate Buffer Solution ,""Extra details"":None]",Fluid,UT,Instron 5943,"[""mediummode "": Fluid,""preconditioning"":10 cycles @ 4% strain]","[""Software"":""Python Flask App"",""Optimization_Type "": minimize,""Algorithm"":trust-constr]","[""InitialGuesses"":[1, 1, 1],""Bounds"": [[0, 1000], [0, 1000], [0, 1000]]]"
